rank,count,probability,ci_low,ci_high,advanced_third_groups,group_orders
121,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/D/F/G/H/J/K/L,A:Mexico > South Korea > South Africa > Czech Republic | B:Switzerland > Bosnia and Herzegovina > Qatar > Canada | C:Haiti > Brazil > Morocco > Scotland | D:United States > Turkey > Paraguay > Australia | E:Germany > Ecuador > Ivory Coast > Curaçao | F:Japan > Netherlands > Tunisia > Sweden | G:Iran > Belgium > Egypt > New Zealand | H:Spain > Uruguay > Cape Verde > Saudi Arabia | I:Senegal > France > Iraq > Norway | J:Austria > Algeria > Jordan > Argentina | K:Colombia > Uzbekistan > Portugal > Dem. Rep. of Congo | L:England > Ghana > Panama > Croatia
122,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/C/D/E/G/H/I/J,A:Czech Republic > Mexico > South Korea > South Africa | B:Bosnia and Herzegovina > Canada > Qatar > Switzerland | C:Scotland > Brazil > Morocco > Haiti | D:Turkey > Paraguay > United States > Australia | E:Ivory Coast > Germany > Ecuador > Curaçao | F:Netherlands > Tunisia > Sweden > Japan | G:Egypt > Belgium > Iran > New Zealand | H:Saudi Arabia > Spain > Uruguay > Cape Verde | I:Norway > Iraq > Senegal > France | J:Argentina > Algeria > Jordan > Austria | K:Portugal > Uzbekistan > Colombia > Dem. Rep. of Congo | L:England > Panama > Croatia > Ghana
123,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/E/F/G/H/I/J/K,A:Mexico > Czech Republic > South Korea > South Africa | B:Switzerland > Canada > Bosnia and Herzegovina > Qatar | C:Brazil > Morocco > Scotland > Haiti | D:Turkey > United States > Paraguay > Australia | E:Germany > Ivory Coast > Curaçao > Ecuador | F:Netherlands > Tunisia > Japan > Sweden | G:Iran > Belgium > Egypt > New Zealand | H:Spain > Cape Verde > Saudi Arabia > Uruguay | I:France > Iraq > Norway > Senegal | J:Argentina > Austria > Jordan > Algeria | K:Dem. Rep. of Congo > Colombia > Portugal > Uzbekistan | L:England > Croatia > Panama > Ghana
124,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/D/E/G/J/K,A:South Korea > South Africa > Mexico > Czech Republic | B:Canada > Bosnia and Herzegovina > Switzerland > Qatar | C:Scotland > Haiti > Brazil > Morocco | D:Turkey > United States > Paraguay > Australia | E:Germany > Curaçao > Ecuador > Ivory Coast | F:Netherlands > Japan > Tunisia > Sweden | G:New Zealand > Egypt > Iran > Belgium | H:Uruguay > Spain > Saudi Arabia > Cape Verde | I:France > Senegal > Iraq > Norway | J:Austria > Jordan > Argentina > Algeria | K:Dem. Rep. of Congo > Colombia > Portugal > Uzbekistan | L:Panama > Croatia > England > Ghana
125,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/D/E/G/K/L,A:Czech Republic > South Korea > Mexico > South Africa | B:Switzerland > Canada > Bosnia and Herzegovina > Qatar | C:Morocco > Scotland > Brazil > Haiti | D:Paraguay > United States > Turkey > Australia | E:Ivory Coast > Ecuador > Curaçao > Germany | F:Netherlands > Sweden > Japan > Tunisia | G:New Zealand > Iran > Belgium > Egypt | H:Spain > Saudi Arabia > Uruguay > Cape Verde | I:France > Senegal > Norway > Iraq | J:Algeria > Argentina > Jordan > Austria | K:Portugal > Colombia > Uzbekistan > Dem. Rep. of Congo | L:Croatia > England > Panama > Ghana
126,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/D/F/H/I/J/K/L,A:Mexico > South Africa > Czech Republic > South Korea | B:Switzerland > Canada > Qatar > Bosnia and Herzegovina | C:Morocco > Haiti > Brazil > Scotland | D:United States > Australia > Turkey > Paraguay | E:Germany > Ivory Coast > Ecuador > Curaçao | F:Tunisia > Netherlands > Sweden > Japan | G:Iran > Belgium > Egypt > New Zealand | H:Saudi Arabia > Spain > Uruguay > Cape Verde | I:Norway > Senegal > Iraq > France | J:Argentina > Austria > Jordan > Algeria | K:Colombia > Uzbekistan > Portugal > Dem. Rep. of Congo | L:Panama > England > Croatia > Ghana
127,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/C/D/F/G/I/K/L,A:South Korea > Mexico > South Africa > Czech Republic | B:Canada > Qatar > Switzerland > Bosnia and Herzegovina | C:Scotland > Brazil > Morocco > Haiti | D:Turkey > United States > Australia > Paraguay | E:Ecuador > Germany > Curaçao > Ivory Coast | F:Netherlands > Japan > Sweden > Tunisia | G:Iran > New Zealand > Belgium > Egypt | H:Spain > Uruguay > Cape Verde > Saudi Arabia | I:France > Iraq > Norway > Senegal | J:Argentina > Algeria > Austria > Jordan | K:Colombia > Portugal > Dem. Rep. of Congo > Uzbekistan | L:Panama > Ghana > Croatia > England
128,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/E/F/G/H/I/K/L,A:South Korea > Czech Republic > South Africa > Mexico | B:Canada > Bosnia and Herzegovina > Switzerland > Qatar | C:Brazil > Morocco > Haiti > Scotland | D:Paraguay > Turkey > Australia > United States | E:Germany > Ecuador > Ivory Coast > Curaçao | F:Japan > Tunisia > Netherlands > Sweden | G:Belgium > Egypt > New Zealand > Iran | H:Spain > Uruguay > Cape Verde > Saudi Arabia | I:Norway > Senegal > France > Iraq | J:Austria > Argentina > Algeria > Jordan | K:Colombia > Uzbekistan > Portugal > Dem. Rep. of Congo | L:England > Ghana > Croatia > Panama
129,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/D/E/G/H/I/J/L,A:Mexico > Czech Republic > South Korea > South Africa | B:Switzerland > Bosnia and Herzegovina > Canada > Qatar | C:Haiti > Brazil > Morocco > Scotland | D:Turkey > United States > Australia > Paraguay | E:Ecuador > Germany > Ivory Coast > Curaçao | F:Netherlands > Tunisia > Sweden > Japan | G:Belgium > Iran > New Zealand > Egypt | H:Saudi Arabia > Spain > Cape Verde > Uruguay | I:Senegal > Iraq > Norway > France | J:Algeria > Argentina > Jordan > Austria | K:Dem. Rep. of Congo > Colombia > Uzbekistan > Portugal | L:England > Ghana > Croatia > Panama
130,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,C/D/F/G/I/J/K/L,A:South Africa > Mexico > South Korea > Czech Republic | B:Canada > Switzerland > Bosnia and Herzegovina > Qatar | C:Haiti > Brazil > Scotland > Morocco | D:Turkey > Australia > Paraguay > United States | E:Ecuador > Ivory Coast > Curaçao > Germany | F:Netherlands > Tunisia > Sweden > Japan | G:Belgium > New Zealand > Egypt > Iran | H:Spain > Cape Verde > Uruguay > Saudi Arabia | I:France > Senegal > Norway > Iraq | J:Argentina > Austria > Algeria > Jordan | K:Colombia > Portugal > Uzbekistan > Dem. Rep. of Congo | L:Ghana > Croatia > Panama > England
131,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/C/D/E/H/I/J/K,A:South Korea > Mexico > South Africa > Czech Republic | B:Qatar > Canada > Bosnia and Herzegovina > Switzerland | C:Brazil > Morocco > Scotland > Haiti | D:Turkey > United States > Paraguay > Australia | E:Germany > Curaçao > Ecuador > Ivory Coast | F:Tunisia > Sweden > Netherlands > Japan | G:Belgium > Iran > Egypt > New Zealand | H:Saudi Arabia > Spain > Uruguay > Cape Verde | I:France > Norway > Senegal > Iraq | J:Austria > Algeria > Jordan > Argentina | K:Portugal > Dem. Rep. of Congo > Colombia > Uzbekistan | L:England > Ghana > Croatia > Panama
132,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/D/E/G/H/K,A:Mexico > South Korea > Czech Republic > South Africa | B:Switzerland > Canada > Qatar > Bosnia and Herzegovina | C:Scotland > Brazil > Morocco > Haiti | D:Turkey > Paraguay > Australia > United States | E:Germany > Ivory Coast > Ecuador > Curaçao | F:Japan > Sweden > Netherlands > Tunisia | G:Belgium > New Zealand > Egypt > Iran | H:Spain > Uruguay > Saudi Arabia > Cape Verde | I:Senegal > Norway > France > Iraq | J:Argentina > Austria > Jordan > Algeria | K:Colombia > Portugal > Uzbekistan > Dem. Rep. of Congo | L:Croatia > England > Panama > Ghana
133,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/C/D/G/H/J/K/L,A:South Africa > South Korea > Czech Republic > Mexico | B:Switzerland > Qatar > Canada > Bosnia and Herzegovina | C:Brazil > Haiti > Scotland > Morocco | D:United States > Turkey > Australia > Paraguay | E:Germany > Ivory Coast > Ecuador > Curaçao | F:Tunisia > Sweden > Netherlands > Japan | G:Egypt > New Zealand > Belgium > Iran | H:Spain > Uruguay > Saudi Arabia > Cape Verde | I:Norway > France > Senegal > Iraq | J:Austria > Algeria > Argentina > Jordan | K:Colombia > Uzbekistan > Portugal > Dem. Rep. of Congo | L:Croatia > Panama > Ghana > England
134,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/D/G/H/K/L,A:South Korea > Mexico > Czech Republic > South Africa | B:Bosnia and Herzegovina > Canada > Switzerland > Qatar | C:Morocco > Scotland > Brazil > Haiti | D:Paraguay > Australia > United States > Turkey | E:Germany > Ivory Coast > Ecuador > Curaçao | F:Sweden > Japan > Tunisia > Netherlands | G:Iran > Belgium > New Zealand > Egypt | H:Spain > Uruguay > Saudi Arabia > Cape Verde | I:Iraq > France > Norway > Senegal | J:Austria > Algeria > Argentina > Jordan | K:Colombia > Uzbekistan > Portugal > Dem. Rep. of Congo | L:Croatia > Ghana > Panama > England
135,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/D/F/G/I/J/K,A:South Korea > South Africa > Mexico > Czech Republic | B:Canada > Bosnia and Herzegovina > Switzerland > Qatar | C:Scotland > Brazil > Haiti > Morocco | D:United States > Paraguay > Turkey > Australia | E:Ivory Coast > Germany > Curaçao > Ecuador | F:Japan > Sweden > Tunisia > Netherlands | G:Belgium > Iran > Egypt > New Zealand | H:Uruguay > Spain > Cape Verde > Saudi Arabia | I:Norway > Senegal > Iraq > France | J:Algeria > Argentina > Austria > Jordan | K:Colombia > Uzbekistan > Portugal > Dem. Rep. of Congo | L:England > Croatia > Panama > Ghana
136,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/E/F/G/I/J/L,A:Czech Republic > South Africa > Mexico > South Korea | B:Canada > Bosnia and Herzegovina > Switzerland > Qatar | C:Morocco > Brazil > Scotland > Haiti | D:Turkey > United States > Paraguay > Australia | E:Ivory Coast > Ecuador > Germany > Curaçao | F:Netherlands > Tunisia > Sweden > Japan | G:Iran > Belgium > Egypt > New Zealand | H:Saudi Arabia > Spain > Uruguay > Cape Verde | I:Senegal > Norway > France > Iraq | J:Algeria > Argentina > Jordan > Austria | K:Uzbekistan > Portugal > Dem. Rep. of Congo > Colombia | L:Panama > Croatia > Ghana > England
137,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/E/F/H/I/J/K,A:Czech Republic > South Africa > South Korea > Mexico | B:Canada > Switzerland > Bosnia and Herzegovina > Qatar | C:Brazil > Scotland > Haiti > Morocco | D:Turkey > Australia > Paraguay > United States | E:Ivory Coast > Germany > Curaçao > Ecuador | F:Netherlands > Japan > Sweden > Tunisia | G:Belgium > Iran > New Zealand > Egypt | H:Spain > Uruguay > Cape Verde > Saudi Arabia | I:Norway > Iraq > Senegal > France | J:Argentina > Austria > Jordan > Algeria | K:Portugal > Dem. Rep. of Congo > Colombia > Uzbekistan | L:England > Panama > Ghana > Croatia
138,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/G/I/J/K/L,A:Mexico > Czech Republic > South Africa > South Korea | B:Canada > Qatar > Bosnia and Herzegovina > Switzerland | C:Brazil > Scotland > Morocco > Haiti | D:Australia > Paraguay > United States > Turkey | E:Ecuador > Ivory Coast > Germany > Curaçao | F:Netherlands > Sweden > Tunisia > Japan | G:Egypt > Belgium > Iran > New Zealand | H:Spain > Uruguay > Cape Verde > Saudi Arabia | I:France > Iraq > Senegal > Norway | J:Argentina > Jordan > Algeria > Austria | K:Colombia > Portugal > Uzbekistan > Dem. Rep. of Congo | L:England > Croatia > Panama > Ghana
139,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,C/E/F/G/H/J/K/L,A:Mexico > South Korea > South Africa > Czech Republic | B:Canada > Qatar > Switzerland > Bosnia and Herzegovina | C:Morocco > Brazil > Scotland > Haiti | D:Paraguay > Australia > Turkey > United States | E:Ecuador > Ivory Coast > Germany > Curaçao | F:Sweden > Tunisia > Japan > Netherlands | G:New Zealand > Iran > Belgium > Egypt | H:Spain > Saudi Arabia > Uruguay > Cape Verde | I:France > Norway > Senegal > Iraq | J:Jordan > Austria > Argentina > Algeria | K:Colombia > Uzbekistan > Portugal > Dem. Rep. of Congo | L:England > Panama > Ghana > Croatia
140,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/D/E/I/J/L,A:Mexico > Czech Republic > South Africa > South Korea | B:Canada > Switzerland > Bosnia and Herzegovina > Qatar | C:Brazil > Morocco > Scotland > Haiti | D:United States > Turkey > Paraguay > Australia | E:Germany > Curaçao > Ivory Coast > Ecuador | F:Netherlands > Japan > Tunisia > Sweden | G:Egypt > Iran > Belgium > New Zealand | H:Uruguay > Spain > Saudi Arabia > Cape Verde | I:France > Senegal > Norway > Iraq | J:Algeria > Argentina > Jordan > Austria | K:Colombia > Portugal > Dem. Rep. of Congo > Uzbekistan | L:England > Croatia > Panama > Ghana
141,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/D/E/F/H/I/K/L,A:South Africa > Mexico > Czech Republic > South Korea | B:Canada > Bosnia and Herzegovina > Qatar > Switzerland | C:Morocco > Brazil > Haiti > Scotland | D:Paraguay > United States > Australia > Turkey | E:Germany > Curaçao > Ivory Coast > Ecuador | F:Netherlands > Japan > Sweden > Tunisia | G:Belgium > Iran > Egypt > New Zealand | H:Spain > Cape Verde > Uruguay > Saudi Arabia | I:Iraq > France > Norway > Senegal | J:Argentina > Austria > Algeria > Jordan | K:Uzbekistan > Portugal > Dem. Rep. of Congo > Colombia | L:Croatia > England > Ghana > Panama
142,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/C/D/E/F/G/J/L,A:Mexico > South Korea > South Africa > Czech Republic | B:Canada > Qatar > Switzerland > Bosnia and Herzegovina | C:Brazil > Morocco > Scotland > Haiti | D:United States > Paraguay > Australia > Turkey | E:Ivory Coast > Germany > Ecuador > Curaçao | F:Japan > Netherlands > Sweden > Tunisia | G:Egypt > Iran > Belgium > New Zealand | H:Spain > Uruguay > Cape Verde > Saudi Arabia | I:Senegal > Iraq > France > Norway | J:Argentina > Austria > Jordan > Algeria | K:Portugal > Colombia > Uzbekistan > Dem. Rep. of Congo | L:Croatia > England > Panama > Ghana
143,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/C/F/H/I/J/K/L,A:South Africa > Mexico > South Korea > Czech Republic | B:Canada > Switzerland > Qatar > Bosnia and Herzegovina | C:Morocco > Brazil > Haiti > Scotland | D:Australia > Turkey > United States > Paraguay | E:Ecuador > Germany > Ivory Coast > Curaçao | F:Japan > Tunisia > Netherlands > Sweden | G:Belgium > Iran > Egypt > New Zealand | H:Spain > Uruguay > Saudi Arabia > Cape Verde | I:Norway > Iraq > France > Senegal | J:Argentina > Jordan > Algeria > Austria | K:Portugal > Colombia > Dem. Rep. of Congo > Uzbekistan | L:Croatia > England > Ghana > Panama
144,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,C/E/G/H/I/J/K/L,A:South Africa > Mexico > South Korea > Czech Republic | B:Switzerland > Bosnia and Herzegovina > Canada > Qatar | C:Brazil > Morocco > Haiti > Scotland | D:Paraguay > Turkey > Australia > United States | E:Germany > Ecuador > Ivory Coast > Curaçao | F:Japan > Netherlands > Tunisia > Sweden | G:Egypt > New Zealand > Iran > Belgium | H:Spain > Uruguay > Saudi Arabia > Cape Verde | I:Iraq > Norway > France > Senegal | J:Argentina > Algeria > Austria > Jordan | K:Colombia > Dem. Rep. of Congo > Uzbekistan > Portugal | L:Croatia > Panama > England > Ghana
145,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/D/F/G/H/I/J,A:Mexico > Czech Republic > South Korea > South Africa | B:Bosnia and Herzegovina > Qatar > Canada > Switzerland | C:Morocco > Brazil > Scotland > Haiti | D:Paraguay > Turkey > United States > Australia | E:Ecuador > Ivory Coast > Germany > Curaçao | F:Netherlands > Tunisia > Japan > Sweden | G:Belgium > Iran > Egypt > New Zealand | H:Spain > Cape Verde > Uruguay > Saudi Arabia | I:France > Senegal > Norway > Iraq | J:Austria > Jordan > Argentina > Algeria | K:Portugal > Dem. Rep. of Congo > Uzbekistan > Colombia | L:Croatia > England > Panama > Ghana
146,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/D/E/F/H/I/J/K,A:Mexico > South Africa > Czech Republic > South Korea | B:Bosnia and Herzegovina > Canada > Switzerland > Qatar | C:Morocco > Haiti > Scotland > Brazil | D:Turkey > Australia > Paraguay > United States | E:Ivory Coast > Ecuador > Curaçao > Germany | F:Netherlands > Tunisia > Japan > Sweden | G:Iran > New Zealand > Belgium > Egypt | H:Spain > Saudi Arabia > Cape Verde > Uruguay | I:Norway > France > Senegal > Iraq | J:Jordan > Argentina > Austria > Algeria | K:Portugal > Uzbekistan > Colombia > Dem. Rep. of Congo | L:Ghana > Panama > England > Croatia
147,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/C/D/E/F/J/K/L,A:Czech Republic > Mexico > South Korea > South Africa | B:Switzerland > Bosnia and Herzegovina > Canada > Qatar | C:Scotland > Brazil > Haiti > Morocco | D:Turkey > United States > Australia > Paraguay | E:Ivory Coast > Curaçao > Ecuador > Germany | F:Japan > Sweden > Netherlands > Tunisia | G:Belgium > Iran > New Zealand > Egypt | H:Spain > Uruguay > Saudi Arabia > Cape Verde | I:Norway > Iraq > France > Senegal | J:Argentina > Algeria > Austria > Jordan | K:Portugal > Colombia > Dem. Rep. of Congo > Uzbekistan | L:Panama > Croatia > England > Ghana
148,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/E/H/I/J/L,A:Mexico > South Korea > South Africa > Czech Republic | B:Canada > Bosnia and Herzegovina > Switzerland > Qatar | C:Morocco > Brazil > Haiti > Scotland | D:Paraguay > Turkey > United States > Australia | E:Ecuador > Ivory Coast > Curaçao > Germany | F:Japan > Tunisia > Netherlands > Sweden | G:Belgium > Egypt > Iran > New Zealand | H:Uruguay > Spain > Cape Verde > Saudi Arabia | I:Iraq > Senegal > Norway > France | J:Argentina > Jordan > Algeria > Austria | K:Colombia > Portugal > Uzbekistan > Dem. Rep. of Congo | L:Panama > Croatia > Ghana > England
149,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/C/E/F/G/J/K/L,A:Mexico > Czech Republic > South Korea > South Africa | B:Switzerland > Bosnia and Herzegovina > Canada > Qatar | C:Brazil > Haiti > Morocco > Scotland | D:United States > Paraguay > Australia > Turkey | E:Germany > Ecuador > Ivory Coast > Curaçao | F:Japan > Netherlands > Tunisia > Sweden | G:Egypt > Iran > Belgium > New Zealand | H:Uruguay > Cape Verde > Saudi Arabia > Spain | I:Senegal > Iraq > France > Norway | J:Austria > Argentina > Jordan > Algeria | K:Colombia > Portugal > Dem. Rep. of Congo > Uzbekistan | L:Panama > Croatia > England > Ghana
150,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/D/E/G/H/J/K/L,A:Mexico > Czech Republic > South Africa > South Korea | B:Switzerland > Qatar > Bosnia and Herzegovina > Canada | C:Brazil > Morocco > Haiti > Scotland | D:Turkey > Paraguay > Australia > United States | E:Ecuador > Germany > Ivory Coast > Curaçao | F:Japan > Netherlands > Tunisia > Sweden | G:Iran > New Zealand > Belgium > Egypt | H:Spain > Uruguay > Saudi Arabia > Cape Verde | I:France > Norway > Iraq > Senegal | J:Jordan > Algeria > Argentina > Austria | K:Colombia > Portugal > Uzbekistan > Dem. Rep. of Congo | L:Panama > England > Croatia > Ghana
151,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/D/G/H/I/J/K,A:South Korea > South Africa > Mexico > Czech Republic | B:Bosnia and Herzegovina > Canada > Switzerland > Qatar | C:Brazil > Scotland > Morocco > Haiti | D:Paraguay > Turkey > United States > Australia | E:Ecuador > Ivory Coast > Curaçao > Germany | F:Japan > Tunisia > Netherlands > Sweden | G:Egypt > New Zealand > Iran > Belgium | H:Spain > Cape Verde > Uruguay > Saudi Arabia | I:France > Senegal > Iraq > Norway | J:Argentina > Algeria > Austria > Jordan | K:Colombia > Dem. Rep. of Congo > Portugal > Uzbekistan | L:England > Croatia > Panama > Ghana
152,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/C/D/E/F/G/H/K,A:South Korea > Mexico > Czech Republic > South Africa | B:Canada > Bosnia and Herzegovina > Qatar > Switzerland | C:Morocco > Brazil > Scotland > Haiti | D:Australia > United States > Turkey > Paraguay | E:Germany > Ivory Coast > Ecuador > Curaçao | F:Japan > Tunisia > Netherlands > Sweden | G:Iran > New Zealand > Egypt > Belgium | H:Uruguay > Cape Verde > Spain > Saudi Arabia | I:France > Iraq > Norway > Senegal | J:Argentina > Jordan > Algeria > Austria | K:Colombia > Dem. Rep. of Congo > Uzbekistan > Portugal | L:England > Ghana > Panama > Croatia
153,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/E/F/G/H/I/J/K,A:South Korea > Mexico > South Africa > Czech Republic | B:Canada > Bosnia and Herzegovina > Switzerland > Qatar | C:Morocco > Haiti > Scotland > Brazil | D:Paraguay > Australia > Turkey > United States | E:Ecuador > Germany > Ivory Coast > Curaçao | F:Tunisia > Netherlands > Japan > Sweden | G:Belgium > Egypt > New Zealand > Iran | H:Spain > Saudi Arabia > Cape Verde > Uruguay | I:France > Senegal > Norway > Iraq | J:Argentina > Algeria > Austria > Jordan | K:Colombia > Portugal > Uzbekistan > Dem. Rep. of Congo | L:Panama > Ghana > Croatia > England
154,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/C/D/G/H/I/J/L,A:Czech Republic > Mexico > South Africa > South Korea | B:Switzerland > Bosnia and Herzegovina > Canada > Qatar | C:Brazil > Morocco > Scotland > Haiti | D:Turkey > Paraguay > Australia > United States | E:Ecuador > Ivory Coast > Germany > Curaçao | F:Sweden > Netherlands > Japan > Tunisia | G:New Zealand > Iran > Egypt > Belgium | H:Spain > Uruguay > Saudi Arabia > Cape Verde | I:Senegal > France > Iraq > Norway | J:Austria > Algeria > Argentina > Jordan | K:Colombia > Uzbekistan > Dem. Rep. of Congo > Portugal | L:England > Panama > Croatia > Ghana
155,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/C/D/E/F/G/H/K,A:Mexico > Czech Republic > South Korea > South Africa | B:Bosnia and Herzegovina > Canada > Switzerland > Qatar | C:Scotland > Brazil > Morocco > Haiti | D:Paraguay > United States > Turkey > Australia | E:Germany > Curaçao > Ecuador > Ivory Coast | F:Netherlands > Sweden > Tunisia > Japan | G:Belgium > New Zealand > Iran > Egypt | H:Saudi Arabia > Spain > Uruguay > Cape Verde | I:Senegal > France > Iraq > Norway | J:Austria > Algeria > Argentina > Jordan | K:Dem. Rep. of Congo > Uzbekistan > Portugal > Colombia | L:England > Croatia > Panama > Ghana
156,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/D/F/G/H/I/J/L,A:Mexico > South Africa > Czech Republic > South Korea | B:Switzerland > Bosnia and Herzegovina > Canada > Qatar | C:Brazil > Morocco > Scotland > Haiti | D:United States > Turkey > Australia > Paraguay | E:Ecuador > Germany > Ivory Coast > Curaçao | F:Netherlands > Tunisia > Sweden > Japan | G:Egypt > New Zealand > Iran > Belgium | H:Spain > Cape Verde > Uruguay > Saudi Arabia | I:Senegal > France > Iraq > Norway | J:Austria > Jordan > Argentina > Algeria | K:Portugal > Colombia > Dem. Rep. of Congo > Uzbekistan | L:England > Croatia > Panama > Ghana
157,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/E/F/I/J/K/L,A:South Korea > South Africa > Mexico > Czech Republic | B:Qatar > Bosnia and Herzegovina > Canada > Switzerland | C:Brazil > Morocco > Scotland > Haiti | D:Turkey > Paraguay > Australia > United States | E:Germany > Ecuador > Curaçao > Ivory Coast | F:Japan > Sweden > Tunisia > Netherlands | G:Iran > Belgium > New Zealand > Egypt | H:Uruguay > Spain > Saudi Arabia > Cape Verde | I:France > Norway > Iraq > Senegal | J:Argentina > Algeria > Austria > Jordan | K:Portugal > Colombia > Dem. Rep. of Congo > Uzbekistan | L:Panama > Croatia > England > Ghana
158,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/C/D/F/G/H/K/L,A:South Korea > South Africa > Czech Republic > Mexico | B:Canada > Qatar > Switzerland > Bosnia and Herzegovina | C:Morocco > Scotland > Haiti > Brazil | D:Paraguay > Turkey > Australia > United States | E:Ecuador > Ivory Coast > Curaçao > Germany | F:Japan > Tunisia > Sweden > Netherlands | G:Egypt > Belgium > New Zealand > Iran | H:Spain > Uruguay > Saudi Arabia > Cape Verde | I:Senegal > France > Norway > Iraq | J:Argentina > Algeria > Austria > Jordan | K:Uzbekistan > Dem. Rep. of Congo > Colombia > Portugal | L:Ghana > England > Croatia > Panama
159,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/C/E/G/I/J/K/L,A:Mexico > South Africa > South Korea > Czech Republic | B:Switzerland > Qatar > Bosnia and Herzegovina > Canada | C:Morocco > Brazil > Scotland > Haiti | D:Australia > Turkey > United States > Paraguay | E:Germany > Ecuador > Curaçao > Ivory Coast | F:Netherlands > Japan > Tunisia > Sweden | G:Belgium > Iran > Egypt > New Zealand | H:Uruguay > Spain > Cape Verde > Saudi Arabia | I:Senegal > Iraq > France > Norway | J:Algeria > Austria > Jordan > Argentina | K:Portugal > Colombia > Uzbekistan > Dem. Rep. of Congo | L:England > Croatia > Ghana > Panama
160,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/E/F/G/H/I/L,A:Mexico > South Africa > Czech Republic > South Korea | B:Canada > Bosnia and Herzegovina > Qatar > Switzerland | C:Brazil > Morocco > Scotland > Haiti | D:Paraguay > Turkey > Australia > United States | E:Ivory Coast > Ecuador > Germany > Curaçao | F:Sweden > Japan > Tunisia > Netherlands | G:Iran > Egypt > New Zealand > Belgium | H:Spain > Cape Verde > Uruguay > Saudi Arabia | I:Norway > France > Senegal > Iraq | J:Argentina > Austria > Jordan > Algeria | K:Portugal > Uzbekistan > Dem. Rep. of Congo > Colombia | L:England > Croatia > Ghana > Panama
161,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,C/D/E/F/G/H/J/L,A:South Africa > Mexico > South Korea > Czech Republic | B:Bosnia and Herzegovina > Switzerland > Qatar > Canada | C:Morocco > Brazil > Scotland > Haiti | D:Turkey > Australia > Paraguay > United States | E:Ecuador > Curaçao > Ivory Coast > Germany | F:Netherlands > Sweden > Japan > Tunisia | G:Iran > Belgium > Egypt > New Zealand | H:Cape Verde > Saudi Arabia > Spain > Uruguay | I:Senegal > Norway > Iraq > France | J:Argentina > Jordan > Austria > Algeria | K:Portugal > Uzbekistan > Colombia > Dem. Rep. of Congo | L:Panama > Ghana > England > Croatia
